"","ID","adj.P.Val","P.Value","t","B","logFC","Gene.symbol","Gene.title"
"2844","A_24_P195164",0.0196,0.00151,3.418524,-1.2503607,1.615635,"",""
"2845","A_23_P348636",0.0197,0.00151,3.418198,-1.2511973,1.2245698,"FOXJ1","forkhead box J1"
"2846","A_23_P88731",0.0197,0.00151,3.417948,-1.2518391,1.4878267,"RAD51","RAD51 recombinase"
"2847","A_24_P248053",0.0197,0.00151,3.417786,-1.2522559,1.1931584,"TOP1MT","topoisomerase (DNA) I, mitochondrial"
"2848","A_24_P113109",0.0197,0.00151,3.417641,-1.2526273,2.3160085,"UBB","ubiquitin B"
"2849","A_23_P118435",0.0197,0.00151,3.417153,-1.2538797,1.8776804,"SUMO2","small ubiquitin-like modifier 2"
"2850","A_32_P38637",0.0197,0.00151,3.417148,-1.2538924,1.1025402,"KRBA1","KRAB-A domain containing 1"
"2851","A_32_P48043",0.0197,0.00151,-3.416823,-1.254727,-1.446567,"ZNF37BP","zinc finger protein 37B, pseudogene"
"2852","A_23_P141335",0.0197,0.00151,-3.416634,-1.2552125,-1.3706856,"ARHGAP27","Rho GTPase activating protein 27"
"2853","A_24_P323805",0.0197,0.00152,3.416044,-1.2567271,2.2667496,"",""
"2854","A_23_P143316",0.0197,0.00152,-3.415549,-1.2579972,-2.8205407,"PRND","prion protein 2 (dublet)"
"2855","A_23_P95810",0.0197,0.00152,3.415548,-1.2580009,1.5736514,"PKP3","plakophilin 3"
"2856","A_32_P94685",0.0197,0.00152,-3.415184,-1.2589345,-1.8973888,"",""
"2857","A_32_P345444",0.0198,0.00152,-3.414877,-1.2597214,-2.1211708,"",""
"2858","A_24_P683829",0.0198,0.00152,-3.414515,-1.2606518,-1.2258047,"",""
"2859","A_23_P352932",0.0198,0.00152,-3.414447,-1.2608258,-1.9989655,"SORCS1","sortilin related VPS10 domain containing receptor 1"
"2860","A_24_P182254",0.0198,0.00152,-3.414326,-1.2611379,-2.4643284,"AMELY","amelogenin, Y-linked"
"2861","A_24_P359105",0.0198,0.00152,-3.414161,-1.2615605,-2.2585395,"",""
"2862","A_24_P288298",0.0198,0.00153,-3.413852,-1.2623525,-1.5075,"KIR2DL4","killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4"
"2863","A_23_P434398",0.0198,0.00153,-3.413815,-1.2624481,-1.6225142,"TXLNB","taxilin beta"
"2864","A_24_P89891",0.0198,0.00153,-3.413687,-1.2627771,-1.2023124,"TRAF1","TNF receptor associated factor 1"
"2865","A_32_P100707",0.0198,0.00153,-3.413395,-1.2635251,-1.4072796,"",""
"2866","A_32_P121079",0.0198,0.00153,-3.413293,-1.2637871,-1.7317544,"TRABD2B","TraB domain containing 2B"
"2867","A_32_P115796",0.0198,0.00153,-3.412989,-1.2645669,-2.1514245,"GRIK2","glutamate ionotropic receptor kainate type subunit 2"
"2868","A_23_P26173",0.0199,0.00154,3.41151,-1.2683621,1.3343976,"TMED3","transmembrane p24 trafficking protein 3"
"2869","A_23_P163006",0.0199,0.00154,3.411469,-1.2684676,2.0742873,"HNRNPC","heterogeneous nuclear ribonucleoprotein C (C1/C2)"
"2870","A_23_P360268",0.0199,0.00154,-3.411304,-1.2688896,-1.6317203,"LINC00889","long intergenic non-protein coding RNA 889"
"2871","A_24_P58740",0.0199,0.00154,-3.411214,-1.2691218,-1.776595,"CPEB4","cytoplasmic polyadenylation element binding protein 4"
"2872","A_24_P47547",0.0199,0.00154,3.411049,-1.2695449,1.2306573,"RAN","RAN, member RAS oncogene family"
"2873","A_23_P43820",0.0199,0.00154,3.410976,-1.2697319,1.6095908,"MFSD2A","major facilitator superfamily domain containing 2A"
"2874","A_23_P10025",0.0199,0.00154,-3.409786,-1.2727838,-1.6616952,"NELL2","neural EGFL like 2"
"2875","A_24_P92486",0.0199,0.00155,-3.409424,-1.2737128,-2.7930547,"",""
"2876","A_23_P145957",0.0199,0.00155,-3.408841,-1.2752067,-1.4574239,"TPK1","thiamin pyrophosphokinase 1"
"2877","A_24_P285501",0.02,0.00155,-3.40818,-1.2769013,-1.1732209,"UBR3","ubiquitin protein ligase E3 component n-recognin 3 (putative)"
"2878","A_23_P300090",0.02,0.00155,-3.408014,-1.2773292,-1.97369,"SLC10A7","solute carrier family 10 member 7"
"2879","A_23_P29922",0.02,0.00155,-3.407609,-1.2783665,-1.0108114,"TLR3","toll like receptor 3"
"2880","A_23_P337201",0.02,0.00155,3.407579,-1.2784435,1.3888307,"SRP72","signal recognition particle 72"
"2881","A_23_P36962",0.02,0.00155,3.407522,-1.2785887,1.8381774,"DNAJC3","DnaJ heat shock protein family (Hsp40) member C3"
"2882","A_23_P309599",0.02,0.00155,-3.407273,-1.2792275,-1.2615397,"PABPC1L","poly(A) binding protein cytoplasmic 1 like"
"2883","A_23_P105461",0.02,0.00156,-3.407145,-1.2795553,-1.838803,"CMKLR1","chemerin chemokine-like receptor 1"
"2884","A_23_P134274",0.02,0.00156,3.406489,-1.2812372,1.8141931,"POP7","POP7 homolog, ribonuclease P/MRP subunit"
"2885","A_23_P51479",0.02,0.00156,-3.405844,-1.2828912,-1.5237283,"INSL5","insulin like 5"
"2886","A_32_P19262",0.02,0.00156,-3.405774,-1.2830704,-1.5540524,"MAPK13","mitogen-activated protein kinase 13"
"2887","A_32_P92188",0.0201,0.00156,-3.405484,-1.2838135,-1.7126833,"CNTN5","contactin 5"
"2888","A_32_P155841",0.0201,0.00156,-3.405272,-1.2843571,-1.25384,"",""
"2889","A_23_P3866",0.0201,0.00156,3.405258,-1.2843929,1.9329133,"COTL1","coactosin like F-actin binding protein 1"
"2890","A_23_P62857",0.0201,0.00156,-3.405178,-1.2845986,-2.4383244,"",""
"2891","A_24_P941866",0.0201,0.00157,-3.404517,-1.2862921,-2.3748348,"C5orf56","chromosome 5 open reading frame 56"
"2892","A_23_P106412",0.0201,0.00157,-3.404409,-1.2865684,-1.3878822,"",""
"2893","A_23_P17490",0.0201,0.00157,3.404222,-1.2870471,1.2255548,"TMEM230","transmembrane protein 230"
"2894","A_32_P179859",0.0201,0.00157,-3.4042,-1.2871047,-1.3063977,"LOC728705","uncharacterized LOC728705"
"2895","A_23_P106472",0.0201,0.00157,3.403562,-1.2887383,1.9208169,"",""
"2896","A_32_P352697",0.0202,0.00158,-3.402537,-1.2913642,-1.6443394,"YTHDC1","YTH domain containing 1"
"2897","A_32_P55106",0.0202,0.00158,-3.401806,-1.2932378,-2.2699115,"",""
"2898","A_24_P276888",0.0202,0.00158,3.400811,-1.2957873,1.0544862,"CENPO","centromere protein O"
"2899","A_32_P401723",0.0202,0.00158,-3.400741,-1.2959666,-1.8417695,"ZNF17","zinc finger protein 17"
"2900","A_23_P332584",0.0202,0.00158,-3.400725,-1.2960066,-1.7766271,"KIAA1107","KIAA1107"
"2901","A_23_P141802",0.0202,0.00159,-3.400325,-1.2970306,-2.6660984,"SERPINB7","serpin family B member 7"
"2902","A_32_P212802",0.0202,0.00159,-3.400214,-1.297315,-1.4902996,"",""
"2903","A_23_P323143",0.0202,0.00159,-3.399996,-1.2978723,-1.0955051,"ZNF767P","zinc finger family member 767, pseudogene"
"2904","A_32_P228806",0.0202,0.00159,-3.399899,-1.2981217,-1.8588641,"",""
"2905","A_23_P144746",0.0202,0.00159,-3.399664,-1.2987248,-1.3273316,"ZNF454","zinc finger protein 454"
"2906","A_24_P42107",0.0203,0.00159,3.398701,-1.3011889,2.0605442,"",""
"2907","A_23_P165372",0.0203,0.00159,-3.398598,-1.3014532,-1.4147907,"GALNT13","polypeptide N-acetylgalactosaminyltransferase 13"
"2908","A_24_P460599",0.0203,0.0016,-3.397759,-1.3036001,-1.4124221,"",""
"2909","A_23_P204119",0.0204,0.0016,-3.397244,-1.3049193,-1.3913184,"RBM19","RNA binding motif protein 19"
"2910","A_23_P34800",0.0204,0.00161,3.395446,-1.3095204,1.1435891,"NASP","nuclear autoantigenic sperm protein"
"2911","A_24_P32715",0.0204,0.00161,3.395358,-1.3097465,1.0672386,"",""
"2912","A_24_P161367",0.0204,0.00161,-3.395309,-1.3098731,-1.6920731,"",""
"2913","A_23_P118552",0.0205,0.00161,3.39493,-1.3108429,1.6290589,"HEXIM1","hexamethylene bisacetamide inducible 1"
"2914","A_24_P23636",0.0205,0.00161,-3.394766,-1.3112612,-1.5675612,"PCLO","piccolo presynaptic cytomatrix protein"
"2915","A_23_P50357",0.0205,0.00161,3.394352,-1.3123196,1.4120147,"ARHGEF18","Rho/Rac guanine nucleotide exchange factor 18"
"2916","A_24_P15877",0.0205,0.00161,-3.394279,-1.3125087,-1.7910755,"",""
"2917","A_24_P273114",0.0205,0.00161,3.394146,-1.3128478,1.9873842,"",""
"2918","A_24_P204214",0.0205,0.00161,3.394073,-1.3130343,1.4252716,"NCOR1","nuclear receptor corepressor 1"
"2919","A_24_P170936",0.0205,0.00161,-3.394053,-1.3130849,-1.5455918,"MCPH1","microcephalin 1"
"2920","A_23_P350698",0.0205,0.00162,-3.393472,-1.3145721,-1.4206305,"ANKFN1","ankyrin repeat and fibronectin type III domain containing 1"
"2921","A_23_P164752",0.0205,0.00162,3.393213,-1.3152337,1.6992251,"RAB8A","RAB8A, member RAS oncogene family"
"2922","A_32_P180435",0.0205,0.00162,-3.392388,-1.3173448,-1.6340462,"SPDYE1","speedy/RINGO cell cycle regulator family member E1"
"2923","A_23_P50817",0.0205,0.00162,-3.39227,-1.3176475,-1.7239738,"TTYH1","tweety family member 1"
"2924","A_23_P11729",0.0206,0.00162,-3.391693,-1.3191229,-1.0145657,"ZBTB7B","zinc finger and BTB domain containing 7B"
"2925","A_24_P54390",0.0206,0.00162,-3.39152,-1.3195645,-2.2951188,"RASGRP3","RAS guanyl releasing protein 3"
"2926","A_23_P126613",0.0206,0.00163,-3.390661,-1.3217615,-1.8629477,"AQP10","aquaporin 10"
"2927","A_32_P39855",0.0206,0.00163,-3.390248,-1.3228177,-2.0619462,"AXDND1","axonemal dynein light chain domain containing 1"
"2928","A_24_P851353",0.0206,0.00163,-3.390221,-1.3228871,-2.1456174,"LOC100506388","uncharacterized LOC100506388"
"2929","A_23_P106661",0.0206,0.00163,-3.389821,-1.3239087,-1.5632587,"CMTM1","CKLF like MARVEL transmembrane domain containing 1"
"2930","A_23_P87216",0.0206,0.00163,3.389769,-1.3240419,1.0235318,"SLC3A2","solute carrier family 3 member 2"
"2931","A_24_P940218",0.0206,0.00163,-3.389756,-1.3240765,-1.0006543,"PPP2R2D","protein phosphatase 2 regulatory subunit Bdelta"
"2932","A_23_P370544",0.0206,0.00163,-3.389309,-1.32522,-1.4739459,"ANKAR","ankyrin and armadillo repeat containing"
"2933","A_23_P7194",0.0206,0.00164,-3.389157,-1.3256076,-1.3949478,"LGI2","leucine rich repeat LGI family member 2"
"2934","A_23_P121573",0.0206,0.00164,-3.389108,-1.3257341,-1.3399358,"",""
"2935","A_24_P108863",0.0207,0.00164,-3.388519,-1.3272387,-1.1649841,"SCML1","sex comb on midleg-like 1 (Drosophila)"
"2936","A_32_P98291",0.0207,0.00164,-3.388052,-1.3284336,-1.5914981,"SFMBT2","Scm-like with four mbt domains 2"
"2937","A_23_P111571",0.0207,0.00164,3.387543,-1.3297345,2.4677946,"HOXA3","homeobox A3"
"2938","A_32_P416583",0.0207,0.00164,-3.387493,-1.3298625,-1.6052492,"NLRC5","NLR family CARD domain containing 5"
"2939","A_23_P216889",0.0207,0.00164,-3.38747,-1.3299198,-2.38841,"ANKRD20A2","ankyrin repeat domain 20 family member A2"
"2940","A_23_P398044",0.0207,0.00165,3.387015,-1.3310827,1.0929662,"CCDC97","coiled-coil domain containing 97"
"2941","A_23_P211468",0.0207,0.00165,-3.386918,-1.331331,-2.218044,"",""
"2942","A_32_P62106",0.0207,0.00165,-3.386585,-1.3321826,-1.5367404,"",""
"2943","A_23_P141520",0.0207,0.00165,3.38658,-1.3321937,1.1764541,"C17orf49","chromosome 17 open reading frame 49"
"2944","A_23_P47800",0.0207,0.00165,3.38644,-1.3325523,1.2472638,"DIABLO","diablo IAP-binding mitochondrial protein"
"2945","A_23_P103149",0.0207,0.00165,3.386416,-1.3326148,1.0320353,"ACO2","aconitase 2"
"2946","A_23_P217737",0.0207,0.00165,-3.386213,-1.3331332,-1.3446609,"ATP7A","ATPase copper transporting alpha"
"2947","A_24_P369172",0.0207,0.00165,-3.385956,-1.3337885,-2.0713797,"",""
"2948","A_32_P31945",0.0207,0.00165,-3.385883,-1.3339759,-1.068449,"ACADSB","acyl-CoA dehydrogenase, short/branched chain"
"2949","A_24_P660811",0.0207,0.00165,3.385278,-1.3355229,2.2489102,"",""
"2950","A_23_P85682",0.0207,0.00165,3.38518,-1.3357718,1.5364587,"NFIA","nuclear factor I A"
"2951","A_23_P128911",0.0208,0.00166,-3.38438,-1.3378149,-2.8671483,"LINC00216","long intergenic non-protein coding RNA 216"
"2952","A_23_P347562",0.0208,0.00166,-3.383461,-1.3401646,-1.8482181,"GK5","glycerol kinase 5 (putative)"
"2953","A_23_P433016",0.0209,0.00167,3.382704,-1.3420978,1.5908372,"FBLN1","fibulin 1"
"2954","A_23_P119763",0.0209,0.00167,-3.382491,-1.3426418,-1.4699107,"ABCG5","ATP binding cassette subfamily G member 5"
"2955","A_32_P151544",0.0209,0.00167,3.382416,-1.3428323,1.7420348,"KRT18","keratin 18"
"2956","A_24_P375691",0.0209,0.00167,-3.382205,-1.3433722,-1.0256516,"LOC100134317///LOC284412","uncharacterized LOC100134317///uncharacterized LOC284412"
"2957","A_23_P92687",0.0209,0.00167,3.381772,-1.3444775,1.4282461,"DAP","death associated protein"
"2958","A_32_P103669",0.0209,0.00167,-3.381701,-1.344658,-1.2694361,"GOLGA6C","golgin A6 family member C"
"2959","A_24_P51127",0.0209,0.00167,-3.381562,-1.3450151,-1.7554448,"WNK1","WNK lysine deficient protein kinase 1"
"2960","A_23_P163178",0.0209,0.00168,3.380298,-1.3482421,1.0743591,"CALM1","calmodulin 1"
"2961","A_32_P48526",0.0209,0.00168,-3.38012,-1.3486962,-1.284154,"",""
"2962","A_23_P41824",0.021,0.00168,-3.379962,-1.3490982,-1.9935947,"",""
"2963","A_24_P928061",0.021,0.00168,-3.379706,-1.3497519,-1.8278748,"DISC1","disrupted in schizophrenia 1"
"2964","A_24_P71661",0.021,0.00168,-3.379338,-1.3506933,-1.1709123,"CRTAP","cartilage associated protein"
"2965","A_24_P67432",0.021,0.00168,3.379101,-1.3512983,1.5875929,"",""
"2966","A_23_P169409",0.021,0.00168,3.378937,-1.3517167,1.598364,"RPP25L","ribonuclease P/MRP subunit p25 like"
"2967","A_23_P64650",0.021,0.00169,3.378204,-1.3535874,1.0729409,"TSFM","Ts translation elongation factor, mitochondrial"
"2968","A_23_P55606",0.021,0.00169,3.378167,-1.3536805,1.2354972,"ZNF516","zinc finger protein 516"
"2969","A_24_P331560",0.021,0.00169,-3.378099,-1.3538555,-1.3962726,"STS","steroid sulfatase (microsomal), isozyme S"
"2970","A_24_P234196",0.021,0.00169,3.377967,-1.3541913,1.7862231,"RRM2","ribonucleotide reductase regulatory subunit M2"
"2971","A_23_P98532",0.021,0.00169,3.377926,-1.3542956,1.2097266,"ZDHHC5","zinc finger DHHC-type containing 5"
"2972","A_23_P4909",0.021,0.00169,3.377478,-1.3554409,1.0512847,"SNRNP70","small nuclear ribonucleoprotein U1 subunit 70"
"2973","A_32_P233784",0.021,0.00169,-3.377223,-1.3560917,-2.218301,"",""
"2974","A_23_P134058",0.021,0.00169,-3.377159,-1.3562528,-1.8482636,"GFOD1","glucose-fructose oxidoreductase domain containing 1"
"2975","A_32_P78295",0.021,0.00169,-3.377127,-1.3563349,-1.6385419,"ATOH7","atonal bHLH transcription factor 7"
"2976","A_24_P244356",0.0211,0.00169,3.376585,-1.3577186,1.0383449,"",""
"2977","A_24_P143189",0.0211,0.0017,3.376319,-1.3583967,2.1784804,"TMSB4X","thymosin beta 4, X-linked"
"2978","A_24_P195794",0.0211,0.0017,3.376051,-1.3590818,2.1736045,"RPS2P47","ribosomal protein S2 pseudogene 47"
"2979","A_32_P220671",0.0212,0.0017,-3.374549,-1.3629133,-1.6252975,"",""
"2980","A_23_P42163",0.0212,0.00171,3.374169,-1.3638835,1.3971,"RPL7L1","ribosomal protein L7 like 1"
"2981","A_24_P392863",0.0212,0.00171,3.37398,-1.3643657,1.3744529,"",""
"2982","A_24_P922056",0.0212,0.00171,-3.373879,-1.3646227,-1.5396618,"",""
"2983","A_23_P19691",0.0212,0.00171,3.373671,-1.3651526,1.5229777,"HEBP2","heme binding protein 2"
"2984","A_24_P296698",0.0212,0.00171,3.373202,-1.3663483,1.3020279,"MAP2K3","mitogen-activated protein kinase kinase 3"
"2985","A_24_P161655",0.0212,0.00171,3.372872,-1.3671899,1.3063892,"",""
"2986","A_23_P124132",0.0212,0.00171,3.372774,-1.3674399,1.1003875,"OGFOD3","2-oxoglutarate and iron dependent oxygenase domain containing 3"
"2987","A_23_P124035",0.0212,0.00171,3.372562,-1.3679815,1.586523,"MRPL14","mitochondrial ribosomal protein L14"
"2988","A_24_P453532",0.0212,0.00171,-3.372418,-1.3683468,-1.9691858,"CDC42-IT1","CDC42 intronic transcript 1"
"2989","A_23_P1361",0.0212,0.00172,3.372167,-1.3689881,1.3601865,"ALDH18A1","aldehyde dehydrogenase 18 family member A1"
"2990","A_32_P106584",0.0212,0.00172,-3.372151,-1.3690297,-2.1351096,"",""
"2991","A_24_P381555",0.0213,0.00172,-3.371248,-1.3713315,-1.2658454,"SAP18","Sin3A associated protein 18"
"2992","A_23_P385105",0.0213,0.00172,-3.371194,-1.3714681,-1.7068196,"PLCD4","phospholipase C delta 4"
"2993","A_24_P56330",0.0213,0.00172,-3.371097,-1.3717161,-1.5951392,"TEX29","testis expressed 29"
"2994","A_23_P26799",0.0213,0.00172,3.370971,-1.3720381,1.0665262,"MPDU1","mannose-P-dolichol utilization defect 1"
"2995","A_24_P51080",0.0213,0.00172,-3.370622,-1.3729278,-1.1564348,"NR2F1-AS1","NR2F1 antisense RNA 1"
"2996","A_24_P942528",0.0213,0.00173,-3.369966,-1.3746006,-1.8375015,"",""
"2997","A_32_P184220",0.0213,0.00173,-3.369957,-1.3746224,-2.2352785,"",""
"2998","A_23_P162449",0.0213,0.00173,-3.369748,-1.3751548,-1.9292469,"SRGAP1","SLIT-ROBO Rho GTPase activating protein 1"
"2999","A_24_P340976",0.0213,0.00173,3.369683,-1.3753209,1.7260134,"",""
"3000","A_24_P919733",0.0213,0.00173,-3.369666,-1.3753645,-2.3441922,"ZNF721","zinc finger protein 721"
"3001","A_24_P10884",0.0213,0.00173,-3.368956,-1.3771734,-2.5047792,"GRAP2","GRB2-related adaptor protein 2"
"3002","A_23_P64919",0.0214,0.00174,-3.367784,-1.3801619,-1.8287829,"RERGL","RERG like"
"3003","A_24_P259490",0.0214,0.00174,3.36757,-1.380705,1.0089981,"ARF1","ADP ribosylation factor 1"
"3004","A_23_P54956",0.0214,0.00174,3.36726,-1.3814962,1.0996163,"MRPL38","mitochondrial ribosomal protein L38"
"3005","A_32_P125832",0.0214,0.00174,-3.366851,-1.3825374,-2.143667,"GATA6-AS1","GATA6 antisense RNA 1 (head to head)"
"3006","A_23_P424582",0.0214,0.00174,-3.366738,-1.3828253,-1.1189752,"EGFL8","EGF like domain multiple 8"
"3007","A_24_P102283",0.0214,0.00174,-3.36667,-1.3829996,-1.8615825,"ZEB2","zinc finger E-box binding homeobox 2"
"3008","A_32_P214005",0.0214,0.00174,3.366366,-1.3837749,1.4774778,"UQCC3","ubiquinol-cytochrome c reductase complex assembly factor 3"
"3009","A_23_P40956",0.0214,0.00174,-3.36631,-1.3839164,-1.558973,"GHRL","ghrelin/obestatin prepropeptide"
"3010","A_23_P90855",0.0214,0.00174,-3.366098,-1.384456,-1.8653078,"FARP2","FERM, ARH/RhoGEF and pleckstrin domain protein 2"
"3011","A_24_P944714",0.0214,0.00174,3.366021,-1.3846514,1.0897627,"ATP8A2","ATPase phospholipid transporting 8A2"
"3012","A_23_P132159",0.0214,0.00175,-3.36596,-1.3848071,-1.2996386,"USP18","ubiquitin specific peptidase 18"
"3013","A_23_P91636",0.0214,0.00175,-3.365944,-1.3848498,-1.9927434,"POM121L9P","POM121 transmembrane nucleoporin like 9, pseudogene"
"3014","A_24_P411749",0.0214,0.00175,-3.365824,-1.3851542,-1.4591093,"ADGRG6","adhesion G protein-coupled receptor G6"
"3015","A_24_P630916",0.0214,0.00175,-3.365442,-1.386128,-1.2661199,"",""
"3016","A_24_P621853",0.0214,0.00175,-3.365132,-1.3869181,-1.6368463,"",""
"3017","A_32_P430996",0.0215,0.00175,-3.364619,-1.3882232,-1.8725831,"",""
"3018","A_32_P65843",0.0215,0.00175,-3.364552,-1.3883935,-1.6764624,"",""
"3019","A_32_P192430",0.0215,0.00175,3.364195,-1.3893044,1.4943259,"CKS1B","CDC28 protein kinase regulatory subunit 1B"
"3020","A_23_P57927",0.0215,0.00175,3.36413,-1.3894701,1.173714,"HYAL2","hyaluronoglucosaminidase 2"
"3021","A_23_P142146",0.0215,0.00176,3.363268,-1.3916648,2.3371048,"RPL18","ribosomal protein L18"
"3022","A_23_P149798",0.0215,0.00176,-3.363192,-1.391858,-1.6973086,"",""
"3023","A_24_P286868",0.0215,0.00176,-3.363181,-1.3918855,-1.4818039,"",""
"3024","A_23_P131417",0.0215,0.00176,3.36256,-1.3934663,1.414356,"HDLBP","high density lipoprotein binding protein"
"3025","A_23_P64161",0.0215,0.00176,-3.362517,-1.3935759,-1.8735024,"ANGPTL5","angiopoietin like 5"
"3026","A_24_P182433",0.0215,0.00176,3.361996,-1.3949038,1.114579,"LAMTOR2","late endosomal/lysosomal adaptor, MAPK and MTOR activator 2"
"3027","A_32_P83465",0.0215,0.00177,3.361753,-1.3955215,1.731079,"NBPF10","neuroblastoma breakpoint family member 10"
"3028","A_24_P489976",0.0215,0.00177,-3.361684,-1.3956967,-1.857088,"",""
"3029","A_23_P419760",0.0215,0.00177,-3.361671,-1.395731,-1.9616848,"CRISP3","cysteine rich secretory protein 3"
"3030","A_23_P8108",0.0216,0.00177,3.3609,-1.3976927,1.5215974,"HLA-DQB1","major histocompatibility complex, class II, DQ beta 1"
"3031","A_23_P167227",0.0216,0.00177,3.360546,-1.3985947,1.606609,"HADH","hydroxyacyl-CoA dehydrogenase"
"3032","A_32_P133090",0.0216,0.00177,-3.359884,-1.4002806,-1.1961314,"",""
"3033","A_32_P193288",0.0216,0.00178,3.359865,-1.4003287,2.1700702,"RPL18A","ribosomal protein L18a"
"3034","A_23_P81581",0.0216,0.00178,-3.359454,-1.4013734,-1.4837496,"BHMT","betaine--homocysteine S-methyltransferase"
"3035","A_24_P780319",0.0216,0.00178,3.359082,-1.40232,1.4565922,"",""
"3036","A_24_P614940",0.0217,0.00178,3.358404,-1.4040448,1.1190011,"",""
"3037","A_24_P273603",0.0217,0.00179,-3.357849,-1.4054567,-1.523161,"NUP188","nucleoporin 188"
"3038","A_32_P9753",0.0217,0.00179,-3.357648,-1.405968,-1.5893925,"VMP1","vacuole membrane protein 1"
"3039","A_23_P95917",0.0217,0.00179,3.357392,-1.4066192,2.1058815,"HLA-C","major histocompatibility complex, class I, C"
"3040","A_23_P410600",0.0217,0.00179,-3.357149,-1.4072394,-2.2520537,"IDI2","isopentenyl-diphosphate delta isomerase 2"
"3041","A_24_P54220",0.0218,0.00179,-3.355962,-1.4102575,-1.884038,"FASLG","Fas ligand"
"3042","A_23_P354297",0.0218,0.00179,3.355906,-1.4104003,1.0752357,"CHTF18","chromosome transmission fidelity factor 18"
"3043","A_24_P202154",0.0218,0.0018,3.355776,-1.4107315,1.2957111,"RPS2P45","ribosomal protein S2 pseudogene 45"
"3044","A_23_P217804",0.0218,0.0018,3.355749,-1.4108001,1.4051493,"CDK11B","cyclin dependent kinase 11B"
"3045","A_24_P636301",0.0218,0.0018,-3.355679,-1.4109787,-2.0908524,"LINC00473","long intergenic non-protein coding RNA 473"
"3046","A_23_P29248",0.0218,0.0018,3.35546,-1.4115351,1.8600432,"TST","thiosulfate sulfurtransferase"
"3047","A_24_P892790",0.0218,0.0018,3.355383,-1.4117299,2.3897806,"",""
"3048","A_23_P147098",0.0218,0.0018,3.354679,-1.4135206,2.2864618,"MTPN","myotrophin"
"3049","A_24_P918608",0.0218,0.0018,-3.354128,-1.4149217,-2.315919,"",""
"3050","A_23_P44993",0.0218,0.0018,3.35411,-1.4149673,1.6142926,"TALDO1","transaldolase 1"
"3051","A_32_P135902",0.0218,0.0018,3.354105,-1.4149804,1.4607316,"EIF4A1","eukaryotic translation initiation factor 4A1"
"3052","A_23_P134041",0.0218,0.0018,-3.353931,-1.4154227,-2.851975,"TBX18","T-box 18"
"3053","A_24_P82186",0.0218,0.00181,-3.353535,-1.4164303,-2.2346483,"SCAND2P","SCAN domain containing 2 pseudogene"
"3054","A_23_P53546",0.0218,0.00181,3.353331,-1.4169482,1.2141513,"TPI1","triosephosphate isomerase 1"
"3055","A_23_P209649",0.0219,0.00181,-3.352498,-1.4190652,-1.0179473,"FASTKD2","FAST kinase domains 2"
"3056","A_23_P140760",0.0219,0.00181,-3.352106,-1.4200624,-1.8909797,"ADGRG3","adhesion G protein-coupled receptor G3"
"3057","A_24_P287233",0.0219,0.00181,3.351987,-1.4203651,2.0230433,"ARL6IP4","ADP ribosylation factor like GTPase 6 interacting protein 4"
"3058","A_24_P318002",0.0219,0.00181,-3.351917,-1.4205439,-1.8112299,"ZNF215","zinc finger protein 215"
"3059","A_24_P58501",0.0219,0.00182,-3.351643,-1.4212387,-2.9159753,"OR4F4","olfactory receptor family 4 subfamily F member 4"
"3060","A_24_P84752",0.0219,0.00182,-3.351016,-1.4228328,-2.4431365,"",""
"3061","A_24_P814246",0.022,0.00182,3.350354,-1.4245149,1.3262108,"",""
"3062","A_23_P431319",0.022,0.00182,3.350203,-1.4248984,1.0645373,"YIPF6","Yip1 domain family member 6"
"3063","A_24_P765923",0.022,0.00182,-3.349958,-1.425523,-1.8557348,"",""
"3064","A_23_P310552",0.022,0.00183,-3.349293,-1.4272119,-1.5273509,"FAM95B1","family with sequence similarity 95 member B1"
"3065","A_24_P186141",0.022,0.00183,-3.348863,-1.4283048,-2.6821646,"LOC284241","uncharacterized LOC284241"
"3066","A_24_P204269",0.022,0.00183,3.348661,-1.4288177,2.2928841,"KMT2C","lysine methyltransferase 2C"
"3067","A_24_P216681",0.0221,0.00183,3.347987,-1.4305297,1.1400953,"LSM10","LSM10, U7 small nuclear RNA associated"
"3068","A_23_P15705",0.0221,0.00184,3.347792,-1.4310241,1.6816303,"PSMB6","proteasome subunit beta 6"
"3069","A_23_P393620",0.0221,0.00184,3.347743,-1.4311488,2.0281054,"TFPI2","tissue factor pathway inhibitor 2"
"3070","A_23_P29318",0.0221,0.00184,3.347621,-1.4314591,1.4834469,"SAMM50","SAMM50 sorting and assembly machinery component"
"3071","A_32_P169091",0.0221,0.00184,-3.34757,-1.4315896,-1.5371819,"",""
"3072","A_23_P214208",0.0221,0.00184,-3.347023,-1.4329787,-1.7606196,"CNR1","cannabinoid receptor 1"
"3073","A_23_P400716",0.0221,0.00184,-3.346313,-1.4347822,-1.4885013,"SHE","Src homology 2 domain containing E"
"3074","A_23_P57482",0.0221,0.00184,-3.34606,-1.4354256,-1.752291,"LINC01521","long intergenic non-protein coding RNA 1521"
"3075","A_23_P141508",0.0222,0.00185,-3.344702,-1.4388718,-1.3374828,"CLEC10A","C-type lectin domain family 10 member A"
"3076","A_23_P90743",0.0222,0.00185,-3.344643,-1.4390232,-1.9929369,"REG1A","regenerating family member 1 alpha"
"3077","A_24_P923061",0.0222,0.00185,-3.344602,-1.4391258,-2.0745684,"RSU1","Ras suppressor protein 1"
