"","GeneID","padj","pvalue","lfcSE","stat","log2FoldChange","baseMean","Symbol","Description"
"3582",101929599,1.34e-05,2.91e-06,0.452,-4.6767891,-2.11,44.58,"LOC101929599","putative POM121-like protein 1-like pseudogene"
"3583",10715,1.34e-05,2.92e-06,0.4077,-4.6766387,-1.91,43.89,"CERS1","ceramide synthase 1"
"3584",105374297,1.34e-05,2.93e-06,0.3488,4.6759154,1.63,27.41,"LOC105374297","uncharacterized LOC105374297"
"3585",240,1.34e-05,2.93e-06,0.4109,-4.6755794,-1.92,1979.43,"ALOX5","arachidonate 5-lipoxygenase"
"3586",113730,1.34e-05,2.94e-06,0.4826,-4.675232,-2.26,59.74,"KLHDC7B","kelch domain containing 7B"
"3587",427,1.35e-05,2.94e-06,0.2898,-4.6746345,-1.35,11154.31,"ASAH1","N-acylsphingosine amidohydrolase 1"
"3588",114880,1.36e-05,2.98e-06,0.4029,-4.6720255,-1.88,146.74,"OSBPL6","oxysterol binding protein like 6"
"3589",79698,1.36e-05,2.98e-06,0.6117,-4.6720463,-2.86,27.99,"ZMAT4","zinc finger matrin-type 4"
"3590",399726,1.37e-05,3e-06,0.4241,-4.6705803,-1.98,219.02,"MIR1915HG","MIR1915 host gene"
"3591",140,1.37e-05,3.01e-06,0.5155,-4.6704047,-2.41,371.62,"ADORA3","adenosine A3 receptor"
"3592",55140,1.37e-05,3.01e-06,0.4013,4.6703631,1.87,5686.26,"ELP3","elongator acetyltransferase complex subunit 3"
"3593",285973,1.38e-05,3.02e-06,0.5777,4.6694626,2.7,1384.98,"ATG9B","autophagy related 9B"
"3594",3437,1.39e-05,3.05e-06,0.2516,-4.6675908,-1.17,1494.1,"IFIT3","interferon induced protein with tetratricopeptide repeats 3"
"3595",3957,1.41e-05,3.08e-06,0.4671,-4.6653599,-2.18,83.2,"LGALS2","galectin 2"
"3596",1259,1.41e-05,3.1e-06,0.6319,4.6640606,2.95,46.92,"CNGA1","cyclic nucleotide gated channel subunit alpha 1"
"3597",3812,1.42e-05,3.11e-06,0.653,4.6634904,3.05,64.74,"KIR3DL2","killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2"
"3598",23022,1.43e-05,3.14e-06,0.2995,-4.6614124,-1.4,16760.5,"PALLD","palladin, cytoskeletal associated protein"
"3599",11278,1.43e-05,3.15e-06,0.2157,-4.6608988,-1.01,1535.74,"KLF12","KLF transcription factor 12"
"3600",100288911,1.44e-05,3.16e-06,0.2842,-4.6603661,-1.32,37.51,"CRIM1-DT","CRIM1 divergent transcript"
"3601",401265,1.44e-05,3.17e-06,0.4864,4.6596032,2.27,110.42,"KLHL31","kelch like family member 31"
"3602",1414,1.46e-05,3.2e-06,0.4696,-4.6574295,-2.19,61.69,"CRYBB1","crystallin beta B1"
"3603",117245,1.47e-05,3.24e-06,0.3217,-4.6551277,-1.5,167.71,"PLAAT5","phospholipase A and acyltransferase 5"
"3604",79836,1.48e-05,3.26e-06,0.3747,4.6539367,1.74,748.58,"LONRF3","LON peptidase N-terminal domain and ring finger 3"
"3605",9447,1.49e-05,3.28e-06,0.436,-4.6521487,-2.03,39.44,"AIM2","absent in melanoma 2"
"3606",105371654,1.49e-05,3.29e-06,0.5911,-4.6521164,-2.75,26.98,"LOC105371654","uncharacterized LOC105371654"
"3607",2028,1.5e-05,3.3e-06,0.3739,4.6513937,1.74,2688.07,"ENPEP","glutamyl aminopeptidase"
"3608",55332,1.52e-05,3.34e-06,0.2676,-4.6487799,-1.24,1882.17,"DRAM1","DNA damage regulated autophagy modulator 1"
"3609",56475,1.52e-05,3.34e-06,0.7234,4.6485404,3.36,461.75,"RPRM","reprimo, TP53 dependent G2 arrest mediator homolog"
"3610",11077,1.53e-05,3.38e-06,0.2873,-4.646535,-1.34,64.73,"HSF2BP","heat shock transcription factor 2 binding protein"
"3611",2004,1.53e-05,3.38e-06,0.2338,-4.646166,-1.09,3166.04,"ELK3","ETS transcription factor ELK3"
"3612",56477,1.53e-05,3.39e-06,0.4728,4.6459426,2.2,259.5,"CCL28","C-C motif chemokine ligand 28"
"3613",105371114,1.54e-05,3.4e-06,0.4605,4.645122,2.14,15.42,"LOC105371114","uncharacterized LOC105371114"
"3614",8345,1.55e-05,3.42e-06,0.6423,4.6440406,2.98,51.48,"H2BC9","H2B clustered histone 9"
"3615",9338,1.58e-05,3.49e-06,0.2885,-4.6399313,-1.34,2497.6,"TCEAL1","transcription elongation factor A like 1"
"3616",7480,1.58e-05,3.5e-06,0.5085,-4.6392104,-2.36,36.33,"WNT10B","Wnt family member 10B"
"3617",105378075,1.58e-05,3.5e-06,0.6597,4.6389829,3.06,70.28,"LOC105378075","uncharacterized LOC105378075"
"3618",2919,1.59e-05,3.51e-06,0.7419,-4.6384308,-3.44,814.26,"CXCL1","C-X-C motif chemokine ligand 1"
"3619",2259,1.59e-05,3.52e-06,0.6244,-4.6379543,-2.9,467.88,"FGF14","fibroblast growth factor 14"
"3620",26085,1.59e-05,3.53e-06,0.4534,4.6375725,2.1,36.75,"KLK13","kallikrein related peptidase 13"
"3621",283143,1.59e-05,3.53e-06,0.5687,-4.6373602,-2.64,72.01,"LINC00900","long intergenic non-protein coding RNA 900"
"3622",126823,1.6e-05,3.54e-06,0.295,4.6366445,1.37,164.98,"KLHDC9","kelch domain containing 9"
"3623",121793,1.6e-05,3.55e-06,0.2482,-4.6358477,-1.15,22.9,"TEX29","testis expressed 29"
"3624",201294,1.62e-05,3.59e-06,0.277,-4.6340579,-1.28,1008.21,"UNC13D","unc-13 homolog D"
"3625",92714,1.62e-05,3.59e-06,0.2198,4.6339936,1.02,1352.78,"ARRDC1","arrestin domain containing 1"
"3626",4634,1.63e-05,3.61e-06,0.2919,4.6323889,1.35,49.61,"MYL3","myosin light chain 3"
"3627",2890,1.64e-05,3.63e-06,0.5973,4.6313971,2.77,277.04,"GRIA1","glutamate ionotropic receptor AMPA type subunit 1"
"3628",101927377,1.64e-05,3.64e-06,0.3427,4.6307498,1.59,27.52,"LOC101927377","uncharacterized LOC101927377"
"3629",6330,1.64e-05,3.65e-06,0.3253,-4.6304301,-1.51,122.65,"SCN4B","sodium voltage-gated channel beta subunit 4"
"3630",105374454,1.65e-05,3.67e-06,0.3409,-4.6290969,-1.58,54.93,"RASGRP3-AS1","RASGRP3 antisense RNA 1"
"3631",114836,1.66e-05,3.69e-06,0.4763,-4.6280336,-2.2,248.68,"SLAMF6","SLAM family member 6"
"3632",288,1.68e-05,3.73e-06,0.4621,4.6260145,2.14,3240.82,"ANK3","ankyrin 3"
"3633",26249,1.69e-05,3.75e-06,0.2926,-4.6248529,-1.35,886.1,"KLHL3","kelch like family member 3"
"3634",1755,1.7e-05,3.77e-06,0.5897,4.623743,2.73,207.84,"DMBT1","deleted in malignant brain tumors 1"
"3635",51523,1.71e-05,3.81e-06,0.2473,4.6215948,1.14,1754.31,"CXXC5","CXXC finger protein 5"
"3636",90187,1.72e-05,3.83e-06,0.6172,4.6206246,2.85,1097.71,"EMILIN3","elastin microfibril interfacer 3"
"3637",2769,1.72e-05,3.83e-06,0.3312,-4.6201935,-1.53,467.18,"GNA15","G protein subunit alpha 15"
"3638",266675,1.73e-05,3.85e-06,0.3878,4.6192531,1.79,32.86,"BEST4","bestrophin 4"
"3639",4998,1.73e-05,3.85e-06,0.457,4.6192498,2.11,106.26,"ORC1","origin recognition complex subunit 1"
"3640",170392,1.73e-05,3.85e-06,0.4903,-4.6191762,-2.27,30.22,"OIT3","oncoprotein induced transcript 3"
"3641",284114,1.73e-05,3.85e-06,0.2752,4.6193443,1.27,351,"TMEM102","transmembrane protein 102"
"3642",105374898,1.74e-05,3.87e-06,0.2838,-4.6182317,-1.31,77.04,"LOC105374898","uncharacterized LOC105374898"
"3643",121506,1.76e-05,3.92e-06,0.426,4.6153224,1.97,251.81,"ERP27","endoplasmic reticulum protein 27"
"3644",8507,1.76e-05,3.93e-06,0.5064,-4.6148404,-2.34,3847.12,"ENC1","ectodermal-neural cortex 1"
"3645",1776,1.77e-05,3.96e-06,0.4192,-4.6137304,-1.93,72.29,"DNASE1L3","deoxyribonuclease 1 like 3"
"3646",133584,1.78e-05,3.97e-06,0.2266,-4.6131332,-1.05,771.25,"EGFLAM","EGF like, fibronectin type III and laminin G domains"
"3647",2002,1.79e-05,3.99e-06,0.3438,-4.6121421,-1.59,3956.13,"ELK1","ETS transcription factor ELK1"
"3648",3352,1.8e-05,4.01e-06,0.6578,4.610839,3.03,100.24,"HTR1D","5-hydroxytryptamine receptor 1D"
"3649",3560,1.8e-05,4.02e-06,0.5354,4.6101522,2.47,4666.17,"IL2RB","interleukin 2 receptor subunit beta"
"3650",144568,1.8e-05,4.03e-06,0.6942,4.6100614,3.2,96.29,"A2ML1","alpha-2-macroglobulin like 1"
"3651",4778,1.82e-05,4.06e-06,0.3841,-4.608304,-1.77,34.28,"NFE2","nuclear factor, erythroid 2"
"3652",78999,1.82e-05,4.07e-06,0.2208,4.6079041,1.02,1212.64,"LRFN4","leucine rich repeat and fibronectin type III domain containing 4"
"3653",8635,1.83e-05,4.08e-06,0.35,4.6070407,1.61,7056.93,"RNASET2","ribonuclease T2"
"3654",196740,1.84e-05,4.11e-06,0.3392,-4.6057265,-1.56,2073.97,"VSTM4","V-set and transmembrane domain containing 4"
"3655",105371986,1.85e-05,4.14e-06,0.7854,4.6042427,3.62,12.31,"LOC105371986","uncharacterized LOC105371986"
"3656",785,1.86e-05,4.16e-06,0.3233,-4.6033177,-1.49,111.97,"CACNB4","calcium voltage-gated channel auxiliary subunit beta 4"
"3657",101928906,1.86e-05,4.17e-06,0.4762,-4.6025761,-2.19,19.95,"LOC101928906","uncharacterized LOC101928906"
"3658",79083,1.87e-05,4.2e-06,0.5504,4.6014294,2.53,1736.76,"MLPH","melanophilin"
"3659",1672,1.92e-05,4.3e-06,1.0182,4.5965427,4.68,2931.1,"DEFB1","defensin beta 1"
"3660",80863,1.92e-05,4.31e-06,0.4514,-4.5960847,-2.07,298.96,"PRRT1","proline rich transmembrane protein 1"
"3661",4582,1.93e-05,4.34e-06,0.5015,4.5945353,2.3,2926.43,"MUC1","mucin 1, cell surface associated"
"3662",101928123,1.94e-05,4.35e-06,0.4014,4.593967,1.84,295.21,"PAPLN-AS1","PAPLN antisense RNA 1"
"3663",102724360,1.94e-05,4.35e-06,0.2915,-4.5939461,-1.34,32.44,"HOMER3-AS1","HOMER3 antisense RNA 1"
"3664",7123,1.95e-05,4.37e-06,0.4208,4.5929345,1.93,2286.86,"CLEC3B","C-type lectin domain family 3 member B"
"3665",57817,1.95e-05,4.39e-06,0.5474,-4.592189,-2.51,118.21,"HAMP","hepcidin antimicrobial peptide"
"3666",4783,1.96e-05,4.4e-06,0.2605,4.5913469,1.2,1653.15,"NFIL3","nuclear factor, interleukin 3 regulated"
"3667",266977,1.96e-05,4.42e-06,1.0248,4.5908125,4.7,1400.99,"ADGRF1","adhesion G protein-coupled receptor F1"
"3668",2182,1.97e-05,4.43e-06,0.2246,4.5899767,1.03,7289.5,"ACSL4","acyl-CoA synthetase long chain family member 4"
"3669",9953,1.98e-05,4.45e-06,0.3809,-4.5893706,-1.75,256.86,"HS3ST3B1","heparan sulfate-glucosamine 3-sulfotransferase 3B1"
"3670",7855,1.98e-05,4.46e-06,0.386,4.5887116,1.77,1212.27,"FZD5","frizzled class receptor 5"
"3671",115273,1.99e-05,4.47e-06,0.4106,-4.5880319,-1.88,334.11,"RAB42","RAB42, member RAS oncogene family"
"3672",105378083,1.99e-05,4.49e-06,0.2292,-4.587502,-1.05,102.32,"TAGAP-AS1","TAGAP antisense RNA 1"
"3673",2255,1.99e-05,4.49e-06,0.5388,4.5874205,2.47,1560.05,"FGF10","fibroblast growth factor 10"
"3674",94025,1.99e-05,4.49e-06,0.8393,4.5871554,3.85,13012.59,"MUC16","mucin 16, cell surface associated"
"3675",2070,2e-05,4.5e-06,0.582,-4.5866543,-2.67,65.1,"EYA4","EYA transcriptional coactivator and phosphatase 4"
"3676",54769,2.01e-05,4.52e-06,0.5619,4.5857585,2.58,87.87,"DIRAS2","DIRAS family GTPase 2"
"3677",84623,2.01e-05,4.52e-06,0.4486,-4.5858108,-2.06,37.93,"KIRREL3","kirre like nephrin family adhesion molecule 3"
"3678",183,2.02e-05,4.56e-06,0.4567,-4.5841332,-2.09,79.55,"AGT","angiotensinogen"
"3679",10333,2.05e-05,4.63e-06,0.3586,-4.5810851,-1.64,391.02,"TLR6","toll like receptor 6"
"3680",7038,2.05e-05,4.64e-06,0.3268,-4.580423,-1.5,71.9,"TG","thyroglobulin"
"3681",50801,2.06e-05,4.66e-06,0.6065,4.5793452,2.78,62.83,"KCNK4","potassium two pore domain channel subfamily K member 4"
"3682",152742,2.07e-05,4.69e-06,0.5399,4.5782045,2.47,21.33,"LINC01085","long intergenic non-protein coding RNA 1085"
"3683",221262,2.07e-05,4.69e-06,0.488,4.5781768,2.23,47.84,"CCDC162P","coiled-coil domain containing 162, pseudogene"
"3684",57692,2.09e-05,4.72e-06,0.2495,-4.5770214,-1.14,194.11,"MAGEE1","MAGE family member E1"
"3685",1804,2.09e-05,4.72e-06,0.6321,4.5766597,2.89,485.61,"DPP6","dipeptidyl peptidase like 6"
"3686",101927075,2.11e-05,4.78e-06,0.5532,4.5741398,2.53,99.87,"FGF10-AS1","FGF10 antisense RNA 1"
"3687",64127,2.11e-05,4.78e-06,0.3976,-4.5741454,-1.82,408.74,"NOD2","nucleotide binding oligomerization domain containing 2"
"3688",105376204,2.13e-05,4.82e-06,0.329,-4.5723424,-1.5,35.74,"LOC105376204","uncharacterized LOC105376204"
"3689",128414,2.14e-05,4.85e-06,1.0209,-4.5709888,-4.67,250.86,"NKAIN4","sodium/potassium transporting ATPase interacting 4"
"3690",101928101,2.15e-05,4.88e-06,0.5485,-4.5697781,-2.51,15.82,"IL6R-AS1","IL6R antisense RNA 1"
"3691",157574,2.15e-05,4.88e-06,0.2391,4.5697426,1.09,69.85,"FBXO16","F-box protein 16"
"3692",3237,2.17e-05,4.93e-06,0.5298,4.5678112,2.42,359.96,"HOXD11","homeobox D11"
"3693",5961,2.17e-05,4.93e-06,0.3584,-4.5678074,-1.64,204.16,"PRPH2","peripherin 2"
"3694",9529,2.17e-05,4.93e-06,0.2708,4.5675792,1.24,2354.68,"BAG5","BAG cochaperone 5"
"3695",57529,2.17e-05,4.94e-06,0.879,-4.5674535,-4.01,68.47,"RTL9","retrotransposon Gag like 9"
"3696",51559,2.18e-05,4.94e-06,0.2235,4.5672151,1.02,623.95,"NT5DC3","5'-nucleotidase domain containing 3"
"3697",23305,2.18e-05,4.96e-06,0.5389,-4.5665026,-2.46,46.62,"ACSL6","acyl-CoA synthetase long chain family member 6"
"3698",107984406,2.19e-05,4.98e-06,0.3785,-4.5655139,-1.73,11.74,"LOC107984406","uncharacterized LOC107984406"
"3699",54958,2.21e-05,5.02e-06,0.2746,-4.5640362,-1.25,36.95,"TMEM160","transmembrane protein 160"
"3700",6474,2.21e-05,5.02e-06,0.7018,-4.5637624,-3.2,89.55,"SHOX2","short stature homeobox 2"
"3701",129804,2.22e-05,5.05e-06,0.263,4.5628773,1.2,500.26,"FBLN7","fibulin 7"
"3702",150221,2.22e-05,5.05e-06,0.2791,-4.56263,-1.27,33.7,"RIMBP3C","RIMS binding protein 3C"
"3703",60494,2.24e-05,5.11e-06,0.3573,4.5603428,1.63,143.15,"CCDC81","coiled-coil domain containing 81"
"3704",287,2.26e-05,5.14e-06,0.4302,-4.5588558,-1.96,2650.82,"ANK2","ankyrin 2"
"3705",400931,2.27e-05,5.17e-06,0.2852,4.5578478,1.3,218.82,"MIRLET7BHG","MIRLET7B host gene"
"3706",57452,2.29e-05,5.21e-06,0.447,-4.5560335,-2.04,273.74,"GALNT16","polypeptide N-acetylgalactosaminyltransferase 16"
"3707",109729146,2.3e-05,5.24e-06,0.2655,4.554795,1.21,94.55,"POC1B-AS1","POC1B antisense RNA 1"
"3708",1634,2.31e-05,5.26e-06,0.4292,-4.5540425,-1.95,158376.21,"DCN","decorin"
"3709",9671,2.32e-05,5.31e-06,0.7193,-4.5521244,-3.27,61.61,"WSCD2","WSC domain containing 2"
"3710",107984246,2.33e-05,5.32e-06,0.8152,4.5519186,3.71,22.99,"LOC107984246","uncharacterized LOC107984246"
"3711",105379461,2.33e-05,5.32e-06,0.738,-4.5517981,-3.36,289.03,"LOC105379461","replaced by ID 6296"
"3712",10631,2.33e-05,5.33e-06,0.6712,-4.5514465,-3.05,7160.78,"POSTN","periostin"
"3713",8645,2.34e-05,5.36e-06,0.5453,4.5501209,2.48,357.85,"KCNK5","potassium two pore domain channel subfamily K member 5"
"3714",80223,2.37e-05,5.42e-06,0.2995,4.547991,1.36,4246.68,"RAB11FIP1","RAB11 family interacting protein 1"
"3715",4826,2.38e-05,5.46e-06,0.3131,4.5463165,1.42,141.88,"NNAT","neuronatin"
"3716",399959,2.39e-05,5.47e-06,0.3028,-4.5459233,-1.38,3115.34,"MIR100HG","mir-100-let-7a-2-mir-125b-1 cluster host gene"
"3717",105370594,2.41e-05,5.51e-06,0.3806,-4.5443246,-1.73,14.92,"LOC105370594","uncharacterized LOC105370594"
"3718",105379343,2.42e-05,5.54e-06,0.5812,4.5432197,2.64,19.42,"LOC105379343","uncharacterized LOC105379343"
"3719",794,2.43e-05,5.57e-06,0.8716,-4.5422189,-3.96,552.37,"CALB2","calbindin 2"
"3720",56242,2.43e-05,5.57e-06,0.2617,4.5419852,1.19,940.92,"ZNF253","zinc finger protein 253"
"3721",6578,2.43e-05,5.58e-06,0.4608,-4.5417134,-2.09,940.32,"SLCO2A1","solute carrier organic anion transporter family member 2A1"
"3722",122622,2.43e-05,5.58e-06,0.3409,4.5416162,1.55,224.9,"ADSS1","adenylosuccinate synthase 1"
"3723",55799,2.45e-05,5.62e-06,0.3128,-4.5402088,-1.42,184.17,"CACNA2D3","calcium voltage-gated channel auxiliary subunit alpha2delta 3"
"3724",7832,2.49e-05,5.71e-06,0.3453,4.5369169,1.57,10249.12,"BTG2","BTG anti-proliferation factor 2"
"3725",27128,2.51e-05,5.76e-06,0.4911,-4.5348883,-2.23,1614.15,"CYTH4","cytohesin 4"
"3726",10733,2.52e-05,5.78e-06,0.3638,4.5341533,1.65,300.32,"PLK4","polo like kinase 4"
"3727",105378842,2.57e-05,5.91e-06,0.486,4.5294833,2.2,16.28,"LOC105378842","uncharacterized LOC105378842"
"3728",26,2.58e-05,5.93e-06,0.7378,4.528725,3.34,829.66,"AOC1","amine oxidase copper containing 1"
"3729",93627,2.59e-05,5.95e-06,0.2837,4.5281223,1.28,3364.94,"TBCK","TBC1 domain containing kinase"
"3730",644554,2.59e-05,5.97e-06,0.3037,-4.5275381,-1.37,69.84,"LOC644554","uncharacterized LOC644554"
"3731",101927745,2.6e-05,5.98e-06,0.394,-4.5272393,-1.78,25.58,"LOC101927745","uncharacterized LOC101927745"
"3732",64744,2.6e-05,5.98e-06,0.2424,-4.5271203,-1.1,2378.06,"SMAP2","small ArfGAP2"
"3733",283050,2.6e-05,5.99e-06,0.3733,-4.5265792,-1.69,112.15,"ZMIZ1-AS1","ZMIZ1 antisense RNA 1"
"3734",9595,2.6e-05,6e-06,0.5201,-4.5264206,-2.35,1197.09,"CYTIP","cytohesin 1 interacting protein"
"3735",9768,2.61e-05,6.01e-06,0.5479,4.5261601,2.48,202.61,"PCLAF","PCNA clamp associated factor"
"3736",23133,2.62e-05,6.04e-06,0.3216,4.524931,1.46,2817.24,"PHF8","PHD finger protein 8"
"3737",11065,2.64e-05,6.09e-06,0.5822,4.5230712,2.63,576.46,"UBE2C","ubiquitin conjugating enzyme E2 C"
"3738",107984805,2.68e-05,6.18e-06,0.4295,4.5200132,1.94,30.02,"LOC107984805","uncharacterized LOC107984805"
"3739",9212,2.69e-05,6.22e-06,0.5301,4.5188676,2.4,171.11,"AURKB","aurora kinase B"
"3740",152189,2.7e-05,6.24e-06,0.2486,4.5181178,1.12,142.27,"CMTM8","CKLF like MARVEL transmembrane domain containing 8"
"3741",83543,2.7e-05,6.25e-06,0.3648,4.5177809,1.65,1638.57,"AIF1L","allograft inflammatory factor 1 like"
"3742",699,2.72e-05,6.28e-06,0.4557,4.5166699,2.06,483.98,"BUB1","BUB1 mitotic checkpoint serine/threonine kinase"
"3743",102723694,2.72e-05,6.3e-06,0.4424,4.5161692,2,787.12,"MIR30DHG","MIR30D and MIR30B host gene"
"3744",8987,2.75e-05,6.35e-06,0.2723,4.5142318,1.23,622.43,"STBD1","starch binding domain 1"
"3745",101929331,2.75e-05,6.36e-06,0.3254,-4.5141194,-1.47,112.38,"LINC02975","long intergenic non-protein coding RNA 2975"
"3746",105373953,2.78e-05,6.45e-06,0.273,-4.5110525,-1.23,15.56,"LOC105373953","uncharacterized LOC105373953"
"3747",1593,2.81e-05,6.51e-06,0.4711,-4.5091213,-2.12,2837.23,"CYP27A1","cytochrome P450 family 27 subfamily A member 1"
"3748",348,2.81e-05,6.51e-06,0.4677,-4.5091236,-2.11,79742.19,"APOE","apolipoprotein E"
"3749",619208,2.82e-05,6.54e-06,0.2251,-4.5081921,-1.02,530.71,"FAM229B","family with sequence similarity 229 member B"
"3750",105371168,2.83e-05,6.56e-06,0.2789,4.5074058,1.26,17.9,"LOC105371168","uncharacterized LOC105371168"
"3751",105372204,2.84e-05,6.59e-06,0.6304,-4.5065244,-2.84,34.05,"LOC105372204","uncharacterized LOC105372204"
"3752",9401,2.87e-05,6.66e-06,0.336,4.5042365,1.51,392.17,"RECQL4","RecQ like helicase 4"
"3753",6990,2.88e-05,6.68e-06,0.4179,4.5035219,1.88,8152.43,"DYNLT3","dynein light chain Tctex-type 3"
"3754",638,2.91e-05,6.78e-06,0.3251,4.5005746,1.46,41.63,"BIK","BCL2 interacting killer"
"3755",10263,2.96e-05,6.9e-06,0.232,4.4968834,1.04,2236.56,"CDK2AP2","cyclin dependent kinase 2 associated protein 2"
"3756",100505841,2.97e-05,6.93e-06,0.4868,4.4959711,2.19,15.28,"LOC100505841","zinc finger protein 474-like"
"3757",144193,2.98e-05,6.95e-06,0.5798,-4.4952108,-2.61,31.57,"AMDHD1","amidohydrolase domain containing 1"
"3758",113146,2.98e-05,6.95e-06,0.4195,4.4950758,1.89,2325.47,"AHNAK2","AHNAK nucleoprotein 2"
"3759",101927572,2.99e-05,6.96e-06,0.273,-4.4949493,-1.23,324.86,"LOC101927572","uncharacterized LOC101927572"
"3760",283507,3.01e-05,7.02e-06,0.2269,4.4930298,1.02,36.01,"SUGT1P3","SUGT1 pseudogene 3"
"3761",9228,3.02e-05,7.03e-06,0.4046,-4.4927291,-1.82,13.27,"DLGAP2","DLG associated protein 2"
"3762",59271,3.03e-05,7.06e-06,0.2371,4.4918477,1.07,1146.94,"EVA1C","eva-1 homolog C"
"3763",4317,3.03e-05,7.07e-06,0.9871,-4.4916486,-4.43,33.18,"MMP8","matrix metallopeptidase 8"
"3764",6442,3.04e-05,7.11e-06,0.5125,-4.4905052,-2.3,45.88,"SGCA","sarcoglycan alpha"
"3765",2940,3.09e-05,7.22e-06,0.813,4.4871525,3.65,32.92,"GSTA3","glutathione S-transferase alpha 3"
"3766",147906,3.09e-05,7.23e-06,0.3539,-4.4868153,-1.59,651.03,"DACT3","dishevelled binding antagonist of beta catenin 3"
"3767",547,3.1e-05,7.24e-06,0.3943,4.4865371,1.77,57.02,"KIF1A","kinesin family member 1A"
"3768",79812,3.12e-05,7.31e-06,0.2815,-4.4844913,-1.26,2457.21,"MMRN2","multimerin 2"
"3769",101926935,3.12e-05,7.31e-06,0.3232,-4.4845147,-1.45,38.57,"LOC101926935","uncharacterized LOC101926935"
"3770",11130,3.13e-05,7.32e-06,0.4306,4.4841129,1.93,727.63,"ZWINT","ZW10 interacting kinetochore protein"
"3771",7096,3.13e-05,7.32e-06,0.3694,-4.4840592,-1.66,1588.14,"TLR1","toll like receptor 1"
"3772",7145,3.13e-05,7.33e-06,0.3015,-4.4839455,-1.35,14698.07,"TNS1","tensin 1"
"3773",402665,3.13e-05,7.34e-06,0.9723,-4.4836181,-4.36,124.51,"IGLON5","IgLON family member 5"
"3774",6385,3.13e-05,7.34e-06,0.3201,4.4836318,1.44,3919.95,"SDC4","syndecan 4"
"3775",89932,3.13e-05,7.34e-06,0.4496,4.483482,2.02,5739.7,"PAPLN","papilin, proteoglycan like sulfated glycoprotein"
"3776",57683,3.14e-05,7.36e-06,0.3192,-4.4831186,-1.43,746.74,"ZDBF2","zinc finger DBF-type containing 2"
"3777",166824,3.14e-05,7.36e-06,0.4518,4.4829245,2.03,580.53,"RASSF6","Ras association domain family member 6"
"3778",51816,3.14e-05,7.37e-06,0.3511,-4.4827136,-1.57,5145.24,"ADA2","adenosine deaminase 2"
"3779",3017,3.15e-05,7.39e-06,0.3376,4.4821769,1.51,402.12,"H2BC5","H2B clustered histone 5"
"3780",19,3.17e-05,7.43e-06,0.2791,-4.4811103,-1.25,5603.63,"ABCA1","ATP binding cassette subfamily A member 1"
"3781",54947,3.17e-05,7.43e-06,0.2597,-4.4810336,-1.16,1852,"LPCAT2","lysophosphatidylcholine acyltransferase 2"
"3782",353091,3.17e-05,7.44e-06,0.2781,-4.4806444,-1.25,31,"RAET1G","retinoic acid early transcript 1G"
"3783",10859,3.18e-05,7.47e-06,0.5239,-4.4798723,-2.35,885.47,"LILRB1","leukocyte immunoglobulin like receptor B1"
"3784",27065,3.18e-05,7.47e-06,0.5814,-4.4797817,-2.6,1554.73,"NSG1","neuronal vesicle trafficking associated 1"
"3785",51411,3.19e-05,7.5e-06,0.5101,-4.478907,-2.28,1351.53,"BIN2","bridging integrator 2"
"3786",146456,3.23e-05,7.58e-06,0.2971,4.4766389,1.33,45.35,"TMED6","transmembrane p24 trafficking protein 6"
"3787",89958,3.23e-05,7.59e-06,0.6379,4.4763088,2.86,378.8,"SAPCD2","suppressor APC domain containing 2"
"3788",64762,3.23e-05,7.59e-06,0.334,4.4763469,1.5,1071.41,"GAREM1","GRB2 associated regulator of MAPK1 subtype 1"
"3789",6241,3.24e-05,7.62e-06,0.5523,4.4754754,2.47,816.9,"RRM2","ribonucleotide reductase regulatory subunit M2"
"3790",1908,3.26e-05,7.66e-06,0.8051,4.4744345,3.6,131.83,"EDN3","endothelin 3"
"3791",79098,3.28e-05,7.73e-06,0.8722,4.472627,3.9,687.48,"C1orf116","chromosome 1 open reading frame 116"
"3792",112267942,3.29e-05,7.75e-06,0.3641,-4.4720641,-1.63,94.99,"LOC112267942","uncharacterized LOC112267942"
"3793",116843,3.34e-05,7.87e-06,0.2499,-4.4687922,-1.12,771.21,"SLC18B1","solute carrier family 18 member B1"
"3794",4353,3.34e-05,7.88e-06,0.6584,-4.4683588,-2.94,29.2,"MPO","myeloperoxidase"
"3795",78995,3.38e-05,7.96e-06,0.4212,4.4663126,1.88,126.44,"HROB","homologous recombination factor with OB-fold"
"3796",100616500,3.39e-05,8e-06,0.2683,-4.4651404,-1.2,43.63,"MIR4683","microRNA 4683"
"3797",10721,3.4e-05,8.03e-06,0.4979,4.4644768,2.22,171.73,"POLQ","DNA polymerase theta"
"3798",3635,3.4e-05,8.03e-06,0.3912,-4.4643929,-1.75,1954.96,"INPP5D","inositol polyphosphate-5-phosphatase D"
"3799",3741,3.41e-05,8.05e-06,0.4529,-4.4637844,-2.02,80.93,"KCNA5","potassium voltage-gated channel subfamily A member 5"
"3800",7409,3.43e-05,8.09e-06,0.4145,-4.4628448,-1.85,860.6,"VAV1","vav guanine nucleotide exchange factor 1"
"3801",283652,3.45e-05,8.15e-06,0.2765,4.4613232,1.23,86.22,"SLC24A5","solute carrier family 24 member 5"
